업종그룹,순위,종목코드,종목명,현재가,대비구분,대비가,대비율,조회수치,조회비중
14,493,USAALB,앨버말,95.39,2,0.24,0.25,10887,0.02
112,494,USASJM,J.M.스머커,101.53,2,1.01,1,10844,0.02
14,495,USAEMN,이스트만 케미컬,92,3,0,0,10655,0.02
122,496,USAWBA,월그린스 부츠 얼라이언스,12.55,2,0.02,0.16,10569,0.02
136,497,USAAIZ,어슈런트,209.02,3,0,0,10500,0.02
236,498,USAAOS,A O 스미스,71.45,2,0.5,0.7,10330,0.02
263,499,USABEN,프랭클린 리소시스,19.87,2,0.24,1.22,10170,0.02
259,500,USAIPG,인터퍼블릭 그룹 오브 컴퍼니스,27.78,3,0,0,10169,0.02
87,501,USAMGM,MGM 리조트 인터내셔널,33.05,2,0.05,0.15,9855,0.02
71,502,USALKQ,LKQ,37.82,3,0,0,9693,0.02
136,503,USAGL,글로브 라이프,116.18,3,0,0,9572,0.02
236,504,USAGNRC,제네락 홀딩스,163.55,2,3.41,2.13,9549,0.02
182,505,USAPNW,피너클 웨스트 캐피털,84.41,3,0,0,9464,0.02
5,506,USAAPA,APA (US),25.55,2,0.1,0.39,9193,0.02
218,507,USACRL,찰스 리버 래보라토리스 인터내셔널,176.99,2,3.08,1.77,9106,0.02
87,508,USAWYNN,윈 리조트,82.97,2,0.56,0.68,8982,0.02
71,509,USALCID,루시드 그룹,3.04,3,0,0,8914,0.02
150,510,USAHSIC,헨리 셰인,71.15,3,0,0,8886,0.02
191,511,USAENPH,인페이즈 에너지,66.21,2,0.38,0.58,8842,0.02
144,512,USAFRT,페더럴 리얼티 인베스트먼트 트러스트,104.02,3,0,0,8833,0.02
14,513,USAMOS,모자이크,27.02,3,0,0,8620,0.02
172,514,USADJT,트럼프 미디어 & 테크놀로지 그룹,41.35,2,0.52,1.27,8535,0.02
112,515,USALW,램 웨스턴 홀딩스,59.3,2,0.28,0.47,8532,0.02
71,516,USANIO,니오 ADR,4.15,2,0.05,1.22,8515,0.02
182,517,USAAES,AES,11.86,2,0.09,0.76,8425,0.02
150,518,USATFX,텔레플렉스,176.55,3,0,0,8321,0.02
144,519,USAAGNC,AGNC 인베스트먼트,9.38,5,-0.01,-0.11,8183,0.02
263,520,USAMKTX,마켓액세스 홀딩스,219.31,2,1.49,0.68,8167,0.02
172,521,USAMTCH,매치 그룹,32.1,2,0.03,0.09,7957,0.01
257,522,USAMHK,모호크 인더스트리스,130.06,3,0,0,7926,0.01
81,523,USAHAS,해즈브로,56.22,2,0.06,0.11,7898,0.01
25,524,USACX,시멕스 ADR,5.59,2,0.03,0.54,7834,0.01
14,525,USACE,셀라니즈 코퍼레이션,71,5,-0.01,-0.01,7761,0.01
36,526,USAHII,헌팅턴 잉걸스 인더스트리즈,198.12,5,-0.58,-0.29,7725,0.01
263,527,USAIVZ,인베스코,17.05,3,0,0,7451,0.01
259,528,USAPARA,파라마운트 글로벌 Class B,10.49,2,0.05,0.48,7116,0.01
87,529,USACZR,시저스 엔터테인먼트,33.69,2,0.31,0.93,7052,0.01
71,530,USABWA,보그워너,32.3,3,0,0,6967,0.01
14,531,USAFMC,FMC,53.41,5,-0.05,-0.09,6679,0.01
172,532,USAIONQ,아이온큐,40.69,2,1.3,3.3,6385,0.01
14,533,USAALTM,아르카듐 리튬,5.7,5,-0.01,-0.18,6131,0.01
294,534,USAMARA,마라 홀딩스,18.3,2,0.15,0.83,5891,0.01
270,535,USAPSLV,SPROTT PHYSICAL SILVER ETV,10.27,5,-0.03,-0.29,5210,0.01
229,536,USACLF,클리블랜드-클리프스,10.35,2,0.11,1.07,5048,0.01
242,537,USADNB,던 & 브래드스트리트 홀딩스,11.48,2,0.25,2.23,4896,0.01
172,538,USASOUN,사운드하운드 AI,14.14,2,0.25,1.8,4729,0.01
294,539,USAETHE,GRAYSCALE ETHEREUM TRUST ETF,28.16,5,-0.6,-2.09,4521,0.01
294,540,USARIOT,라이엇 플랫폼즈,13.47,2,0.01,0.07,4209,0.01
36,541,USAACHR,아처 에비에이션,8.95,2,0.16,1.82,4021,0.01
9,542,USARIG,트랜스오션,4.28,3,0,0,3564,0.01
229,543,USAHL,헤클라 마이닝,5.4208,2,0.0108,0.2,3433,0.01
81,544,USAPTON,펠로튼 인터랙티브,9.02,2,0.05,0.56,3330,0.01
242,545,USAHEES,H&E 이큅먼트 서비시스,89.0354,2,0.0354,0.04,3305,0.01
229,546,USAIAG,아이엠골드,5.34,3,0,0,3176,0.01
294,547,USACLSK,클린스파크,11.22,2,0.02,0.18,3028,0.01
71,548,USAQS,퀀텀스케이프,5.39,2,0.08,1.51,2690,0
248,549,USAJBLU,제트블루 에어웨이스,7.775,2,0.045,0.58,2667,0
218,550,USARXRX,리커젼 파마슈티컬스,6.54,2,0.12,1.87,2469,0
191,551,USAPLUG,플러그 파워,2.8,2,0.09,3.32,2423,0
144,552,USAMPW,메디컬 프로퍼티즈 트러스트,4.1203,5,-0.0097,-0.23,2419,0
172,553,USABB,블랙베리,4.1501,2,0.0101,0.24,2366,0
163,554,USARGTI,리케티 컴퓨팅,11.6,2,0.66,6.03,2168,0
294,555,USAWULF,테라울프,6.24,2,0.06,0.97,2131,0
294,556,USAAPLD,어플라이드 디지털,8.35,5,-0.02,-0.24,1804,0
218,557,USAIOVA,이오밴스 바이오테라퓨틱스,6,2,0.09,1.52,1795,0
218,558,USAGERN,제론,3.01,3,0,0,1777,0
225,559,USADNN,데니슨 마인스,1.95,3,0,0,1705,0
172,560,USAFUBO,푸보티비,3.9,5,-0.03,-0.76,1272,0
87,561,USAAMC,AMC 엔터테인먼트 홀딩스,3.57,2,0.06,1.71,1217,0
157,562,USATLRY,틸레이 브랜즈,1.1797,5,-0.0003,-0.03,1092,0
172,563,USAQBTS,D-웨이브 퀀텀,6.15,2,0.36,6.22,1066,0
143,564,USAOPEN,오픈도어 테크놀로지스,1.53,2,0.02,1.32,979,0
172,565,USAQUBT,퀀텀 컴퓨팅,12.9,2,1.35,11.69,958,0
242,566,USASERV,서브 로보틱스,18.67,2,0.18,0.97,920,0
172,567,USABBAI,빅베어 에이아이 홀딩스,3.98,2,0.59,17.4,796,0
163,568,USAWOLF,울프스피드,6.7,2,0.02,0.3,615,0
236,569,USAKULR,KULR 테크놀로지 그룹,2.3,3,0,0,555,0
150,570,USAPACB,퍼시픽 바이오사이언시스 오브 캘리포니아,1.8199,2,0.0749,4.29,506,0
236,571,USACHPT,차지포인트 홀딩스,1.11,3,0,0,460,0
218,572,USAQSI,퀀텀-Si,2.63,2,0.28,11.91,368,0
163,573,USALAES,실스크,4.83,2,0.27,5.92,366,0
236,574,USASES,SES AI,0.88,2,0.0501,6.04,295,0
36,575,USAARBE,아브 로보틱스,3.28,2,0.01,0.31,274,0
257,576,USARR,리치테크 로보틱스,2.87,3,0,0,248,0
244,577,USAJYD,제이유드 글로벌 로지스틱스,2.38,5,-0.03,-1.24,221,0
172,578,USATDUP,스레드업,2.29,2,0.03,1.33,215,0
191,579,USASTEM,스템,0.8159,2,0.0499,6.51,136,0
236,580,USANNBR,NN,2.7262,5,-0.0138,-0.5,134,0
191,581,USAOPTT,오션 파워 테크놀로지스,0.8512,5,-0.0072,-0.84,129,0
218,582,USAPIII,P3 헬스 파트너스,0.2,5,-0.01,-4.76,81,0
236,583,USAGTI,그래프젯 테크놀로지,0.47,5,-0.01,-2.08,68,0
229,584,USALODE,콤스톡,0.3034,2,0.0034,1.13,62,0
229,585,USALITM,스노우 레이크 리소시스,0.89,2,0.01,1.14,61,0
172,586,USACTM,카스텔럼,1,3,0,0,58,0
157,587,USATNXP,토닉스 파마슈티컬스 홀딩,0.273,2,0.0407,17.52,42,0
172,588,USAVRME,베리파이미,4.1988,5,-0.0412,-0.97,33,0
172,589,USAAIFF,파이어플라이 뉴로사이언스,3.76,2,0.06,1.62,26,0
150,590,USADRIO,다리오헬스,0.73,5,-0.0101,-1.36,23,0
218,591,USAERNA,이터나 테라퓨틱스,0.3902,5,-0.0456,-10.46,23,0
172,592,USACYN,신젠,0.6,5,-0.008,-1.32,17,0
71,593,USASVMH,스리바루 홀딩스,0.787,5,-0.1293,-14.11,16,0
236,594,USAKITT,노티커스 로보틱스,3.06,5,-0.04,-1.29,12,0
218,595,USACDT,콘딧 파마슈티컬스,0.0816,5,-0.0034,-4,11,0
157,596,USAEYEN,아이노비아,0.0644,5,-0.0015,-2.28,9,0
218,597,USACNSP,CNS 파마슈티컬스,0.11,2,0.001,0.92,8,0
172,598,USAHOLO,마이크로클라우드 홀로그램,1.8899,5,-0.0001,-0.01,7,0
282,599,USARIME,알고리즘 홀딩스,0.0429,5,-0.0073,-14.54,7,0
218,600,USAMBIO,머스탱 바이오,0.115,5,-0.0106,-8.44,7,0
25,601,USACRKN,크라운 일렉트로키네틱스,0.0789,2,0.0038,5.06,5,0
242,602,USASTAF,스태핑 360 솔루션스,3.21,5,-0.07,-2.13,4,0
81,603,USABHAT,Blue Hat,0.0628,5,-0.0018,-2.79,3,0
218,604,USAMTNB,마티나스 바이오팜 홀딩스,0.5701,5,-0.0154,-2.63,3,0
112,605,USAXXII,22세기 그룹,7.2201,5,-0.4999,-6.48,3,0
117,606,USAADD,컬러 스타 테크놀로지,1.7705,5,-0.0095,-0.53,3,0
201,607,USAWNW,메이우 테크놀로지,0.373,5,-0.0144,-3.72,3,0
218,608,USAGCTK,글루코 트랙,0.071,5,-0.008,-10.13,1,0
218,609,USAADTX,애디텍스트,0.1339,2,0.0029,2.21,1,0
191,610,USASPI,SPI 에너지,0,3,0,0,0,0
197,610,USANMHI,네이처스 미라클 홀딩,0,3,0,0,0,0
229,610,USABTG,B2골드,2.45,2,0.01,0.41,0,0
54,610,USABRK.B,버크셔 해서웨이 Class B,458.01,5,-0.5,-0.11,0,0
229,610,USAAG,퍼스트 머제스틱 실버,5.63,5,-0.01,-0.18,0,0
294,610,USABITF,비트팜즈,1.6799,2,0.0099,0.59,0,0
5,610,USAVRN,베렌,5.48,5,-0.03,-0.54,0,0
259,610,USANWS,뉴스 코퍼레이션 Class B,30.49,3,0,0,0,0
172,610,USAGOOG,알파벳 Class C,196.66,5,-0.32,-0.16,0,0
259,610,USAFOX,폭스 Class B,46.18,3,0,0,0,0
5,610,USABTE,배이텍스 에너지,2.71,5,-0.04,-1.45,0,0
